"","NAME","DATE","AWND","PGTM","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","Power_output"
"218053","SOUTH LAKE TAHOE AIRPORT, CA US","2017-09-30",2.68,1002,68,34,190,190,15,19.9,29.37448758528
"316567","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-01",2.91,1937,66,30,30,90,12.1,17,37.60493863284
"316568","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-02",5.14,1509,57,27,190,200,17,23,207.23126321376
"316569","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-03",5.14,1017,50,27,50,60,16.1,23,207.23126321376
"316570","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-04",2.68,1117,57,23,20,40,10.1,14.1,29.37448758528
"316571","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-05",2.46,1243,61,24,30,30,10.1,16.1,22.71805981344
"316572","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-06",2.46,1122,68,26,40,30,8.9,15,22.71805981344
"316573","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-07",3.8,1422,73,28,190,190,18.1,23,83.73686688
"316574","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-08",4.92,1601,62,30,70,90,17,30,181.74447850752
"316575","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-09",3.36,126,58,24,110,130,16.1,27.1,57.88736077824
"316576","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-10",6.71,1544,64,23,200,180,17,23.9,461.03455545444
"316577","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-11",9.84,1233,58,28,180,180,28,38,1453.95582806016
"316578","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-12",2.68,1306,59,22,40,20,10.1,14.1,29.37448758528
"316579","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-13",4.25,1512,60,20,190,190,15,19.9,117.147414375
"316580","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-14",1.79,946,55,21,30,30,10.1,13,8.75235672756
"316581","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-15",3.13,1254,66,21,20,20,8.1,13,46.79494379388
"316582","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-16",1.57,1310,70,23,20,40,8.1,13,5.90561151372
"316583","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-17",2.01,1406,68,26,190,190,13,17,12.39236195004
"316584","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-18",2.24,1050,69,25,50,50,8.9,14.1,17.15181060096
"316585","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-19",11.41,2124,61,30,200,180,33.1,48.1,2266.85035109484
"316586","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-20",6.26,31,46,29,190,180,25.9,36,374.35955035104
"316587","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-21",2.01,1241,59,25,30,30,8.9,14.1,12.39236195004
"316588","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-22",1.57,1321,66,27,30,30,8.9,13,5.90561151372
"316589","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-23",3.58,1452,69,29,40,270,14.1,21,70.01885382048
"316590","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-24",2.24,1345,67,30,20,20,8.1,10.1,17.15181060096
"316591","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-25",2.01,1205,70,29,40,30,8.1,12.1,12.39236195004
"316592","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-26",3.13,1053,69,29,20,10,8.9,13,46.79494379388
"316593","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-27",2.46,1147,67,28,30,40,8.9,12.1,22.71805981344
"316594","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-28",2.24,1314,67,27,40,30,8.9,14.1,17.15181060096
"316595","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-29",1.57,1425,70,29,20,20,8.9,12.1,5.90561151372
"316596","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-30",2.91,1303,64,28,190,190,21,25.9,37.60493863284
"316597","SOUTH LAKE TAHOE AIRPORT, CA US","2017-10-31",2.24,200,59,28,150,100,10.1,17,17.15181060096
"316598","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-01",2.91,1523,65,24,190,180,10.1,15,37.60493863284
"316599","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-02",10.07,1537,57,28,190,190,23,29.1,1558.31169131172
"316600","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-03",14.09,1147,43,38,190,180,25.1,36.9,4268.73206809116
"316601","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-04",12.3,2053,42,37,190,170,23.9,38,2839.75747668
"316602","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-05",13.42,1021,45,34,190,190,28,36.9,3688.27644363552
"316603","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-06",7.61,917,48,21,180,190,17,23,672.54273804924
"316604","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-07",2.24,1158,54,14,30,30,8.9,14.1,17.15181060096
"316605","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-08",12.97,2116,53,24,190,190,33.1,47,3329.55233440092
"316606","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-09",16.55,1235,47,39,200,190,29.1,45,6917.671131705
"316607","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-10",12.08,2,45,37,190,200,21.9,31.1,2690.08944334848
"316608","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-11",2.01,1211,53,25,30,40,10.1,13,12.39236195004
"316609","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-12",9.17,1156,57,32,190,180,25.1,38,1176.72213884652
"316610","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-13",12.3,1325,51,35,190,180,28,38.9,2839.75747668
"316611","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-14",9.84,18,51,30,180,190,21,31.1,1453.95582806016
"316612","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-15",14.09,1528,48,34,200,180,28,46.1,4268.73206809116
"316613","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-16",11.41,757,45,35,200,180,25.9,38,2266.85035109484
"316614","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-17",7.61,551,41,24,190,190,25.9,36,672.54273804924
"316615","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-18",2.46,1157,47,19,50,30,8.1,11,22.71805981344
"316616","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-19",2.91,1420,56,20,200,200,14.1,18.1,37.60493863284
"316617","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-20",8.95,319,49,37,190,190,21.9,28,1094.044590945
"316618","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-21",2.01,12,57,33,40,170,8.1,10.1,12.39236195004
"316619","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-22",2.24,1234,57,32,30,40,8.9,12.1,17.15181060096
"316620","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-23",6.26,2137,65,36,190,180,21,30,374.35955035104
"316621","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-24",6.71,54,60,39,180,190,18.1,27.1,461.03455545444
"316622","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-25",10.29,2017,66,32,190,180,30,51,1662.69289750956
"316623","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-26",14.99,1307,57,36,180,190,30,49,5140.09109565396
"316624","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-27",4.47,252,40,26,190,210,14.1,19.9,136.29768728292
"316625","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-28",3.13,1320,51,23,190,180,14.1,17,46.79494379388
"316626","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-29",2.01,1037,48,24,30,30,8.9,12.1,12.39236195004
"316627","SOUTH LAKE TAHOE AIRPORT, CA US","2017-11-30",2.01,1326,55,23,180,190,14.1,16.1,12.39236195004
"316628","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-01",4.25,1314,52,24,180,190,15,23,117.147414375
"316629","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-02",10.07,1237,52,25,190,190,23,34,1558.31169131172
"316630","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-03",7.61,447,40,17,210,190,25.9,42.1,672.54273804924
"316631","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-04",5.37,1238,32,12,50,90,25.1,35.1,236.31363164412
"316632","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-05",2.24,102,43,13,10,30,13,19.9,17.15181060096
"316633","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-06",3.13,1533,46,13,50,50,19.9,27.1,46.79494379388
"316634","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-07",1.57,1252,50,13,200,30,6.9,8.9,5.90561151372
"316635","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-08",2.91,1229,51,17,40,30,6.9,11,37.60493863284
"316636","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-09",2.24,1404,49,15,30,20,6.9,8.9,17.15181060096
"316637","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-10",2.68,1326,50,14,170,20,6.9,10.1,29.37448758528
"316638","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-11",2.68,1320,49,12,40,40,8.1,10.1,29.37448758528
"316639","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-12",2.91,1404,49,12,30,20,8.1,10.1,37.60493863284
"316640","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-13",3.36,1104,44,15,30,30,8.1,10.1,57.88736077824
"316641","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-14",2.68,150,58,16,190,160,6.9,8.9,29.37448758528
"316642","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-15",3.8,1535,59,18,190,220,15,18.1,83.73686688
"316643","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-16",5.82,2115,40,25,80,40,17,33.1,300.83950906272
"316644","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-17",2.46,156,45,18,30,40,12.1,16.1,22.71805981344
"316645","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-18",2.24,1357,52,19,30,30,8.9,12.1,17.15181060096
"316646","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-19",8.95,2013,53,19,190,180,36,51,1094.044590945
"316647","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-20",8.28,238,44,14,190,180,33.1,53,866.27728689408
"316648","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-21",4.03,506,35,11,60,90,19.9,31.1,99.88058003508
"316649","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-22",3.8,1928,45,10,200,200,15,19,83.73686688
"316650","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-23",4.25,817,50,31,210,220,14.1,19,117.147414375
"316651","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-24",6.04,1553,51,27,190,200,21.9,28,336.26118041856
"316652","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-25",3.58,1114,52,29,190,180,16.1,19.9,70.01885382048
"316653","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-26",1.79,1238,53,21,40,40,8.1,12.1,8.75235672756
"316654","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-27",4.03,1124,57,21,190,190,15,21,99.88058003508
"316655","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-28",1.79,1218,54,20,30,40,8.9,12.1,8.75235672756
"316656","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-29",3.58,1303,61,22,180,200,17,27.1,70.01885382048
"316657","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-30",6.04,1345,58,26,190,180,16.1,19.9,336.26118041856
"316658","SOUTH LAKE TAHOE AIRPORT, CA US","2017-12-31",2.01,1526,54,24,210,210,8.1,13,12.39236195004
"518286","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-01",1.57,1300,54,27,30,40,6.9,10.1,5.90561151372
"518287","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-02",1.34,1431,49,24,40,30,6,8.1,3.67181094816
"518288","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-03",1.12,1715,50,26,220,230,12.1,18.1,2.14397632512
"518289","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-04",4.92,1435,52,31,170,170,21,29.1,181.74447850752
"518290","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-05",6.71,1801,50,36,170,150,15,21,461.03455545444
"518291","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-06",4.92,1401,44,24,190,180,18.1,23.9,181.74447850752
"518292","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-07",2.24,1833,40,20,190,220,6.9,10.1,17.15181060096
"518293","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-08",1.79,1244,47,34,210,230,8.1,13,8.75235672756
"518294","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-09",3.13,1923,44,36,190,190,13,17,46.79494379388
"518295","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-10",7.16,751,46,27,200,190,21,25.9,560.15083056384
"518296","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-11",8.28,1633,49,25,190,230,25.1,36,866.27728689408
"518297","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-12",2.91,129,51,27,160,160,14.1,19.9,37.60493863284
"518298","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-13",1.57,1317,53,23,40,30,8.9,12.1,5.90561151372
"518299","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-14",1.79,1248,49,24,30,30,6.9,10.1,8.75235672756
"518300","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-15",1.79,1358,56,27,190,230,12.1,16.1,8.75235672756
"518301","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-16",3.8,441,51,29,180,170,18.1,21.9,83.73686688
"518302","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-17",3.8,2319,57,26,160,150,12.1,18.1,83.73686688
"518303","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-18",13.65,1215,51,32,200,180,33.1,51,3881.180774835
"518304","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-19",5.14,21,33,20,190,190,15,19,207.23126321376
"518305","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-20",2.24,1147,33,12,20,30,8.9,12.1,17.15181060096
"518306","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-21",5.59,2013,36,9,190,190,18.1,23.9,266.56390442916
"518307","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-22",7.83,407,40,22,190,190,21,23.9,732.57349830948
"518308","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-23",3.58,1503,48,15,180,180,14.1,19,70.01885382048
"518309","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-24",13.65,944,46,27,200,190,32,53,3881.180774835
"518310","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-25",7.38,4,31,14,190,180,18.1,29.1,613.38761496288
"518311","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-26",2.91,2043,37,6,190,180,12.1,16.1,37.60493863284
"518312","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-27",2.01,437,45,20,30,200,10.1,13,12.39236195004
"518313","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-28",3.13,1311,44,15,30,30,10.1,11,46.79494379388
"518314","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-29",1.34,1153,40,19,30,20,8.9,11,3.67181094816
"518315","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-30",2.91,1450,57,23,190,210,13,17,37.60493863284
"518316","SOUTH LAKE TAHOE AIRPORT, CA US","2018-01-31",2.01,1401,55,25,30,20,8.9,12.1,12.39236195004
"518317","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-01",2.24,1250,57,28,30,20,10.1,14.1,17.15181060096
"518318","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-02",2.24,1535,56,25,20,30,8.9,13,17.15181060096
"518319","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-03",1.79,1303,56,23,30,20,13,16.1,8.75235672756
"518320","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-04",2.01,1255,56,24,180,30,6.9,11,12.39236195004
"518321","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-05",2.24,1233,57,23,30,30,8.9,13,17.15181060096
"518322","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-06",1.34,1234,54,23,30,30,10.1,13,3.67181094816
"518323","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-07",2.68,1439,55,22,30,30,10.1,15,29.37448758528
"518324","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-08",2.68,1312,57,23,30,20,8.9,14.1,29.37448758528
"518325","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-09",1.12,1402,58,24,20,20,10.1,12.1,2.14397632512
"518326","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-10",4.92,1422,48,22,30,30,19.9,29.1,181.74447850752
"518327","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-11",8.95,1213,49,15,190,190,33.1,49,1094.044590945
"518328","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-12",6.49,1145,31,22,30,80,17,25.1,417.15745355196
"518329","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-13",2.68,333,40,14,40,60,15,21.9,29.37448758528
"518330","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-14",7.61,1751,38,16,190,190,21,32,672.54273804924
"518331","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-15",2.68,1405,42,16,50,10,8.1,16.1,29.37448758528
"518332","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-16",2.01,1245,54,17,30,30,12.1,18.1,12.39236195004
"518333","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-17",5.59,1408,58,19,200,200,21,30,266.56390442916
"518334","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-18",15.43,853,42,18,200,190,38.9,55.9,5606.13685668228
"518335","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-19",3.58,1114,23,13,40,30,12.1,18.1,70.01885382048
"518336","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-20",4.7,1420,28,0,190,190,17,19.9,158.43805092
"518337","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-21",4.92,1427,33,6,180,30,14.1,18.1,181.74447850752
"518338","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-22",8.5,623,24,16,190,190,21.9,32,937.179315
"518339","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-23",4.47,923,26,2,90,120,13,18.1,136.29768728292
"518340","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-24",8.95,1020,30,-1,180,160,25.1,35.1,1094.044590945
"518341","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-25",6.71,2327,42,1,180,170,23.9,31.1,461.03455545444
"518342","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-26",9.4,32,29,20,190,190,25.1,38,1267.50440736
"518343","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-27",2.01,3,32,11,10,10,15,23,12.39236195004
"518344","SOUTH LAKE TAHOE AIRPORT, CA US","2018-02-28",8.5,2210,37,5,180,180,23.9,32,937.179315
"518345","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-01",16.33,2108,33,27,200,180,36,64,6645.45117518748
"518346","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-02",12.53,11,29,20,190,200,28,40,3002.05835755308
"518347","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-03",5.82,1227,28,13,180,190,17,21.9,300.83950906272
"518348","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-04",3.36,1457,33,3,30,30,10.1,15,57.88736077824
"518349","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-05",3.8,1129,40,-6,30,40,10.1,14.1,83.73686688
"518350","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-06",3.58,1322,45,3,40,30,10.1,12.1,70.01885382048
"518351","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-07",5.14,1359,50,18,190,190,18.1,25.9,207.23126321376
"518352","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-08",14.09,1140,50,36,190,190,28,42.1,4268.73206809116
"518353","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-09",8.5,1353,48,30,180,190,19.9,29.1,937.179315
"518354","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-10",1.12,1200,43,28,30,30,6.9,8.1,2.14397632512
"518355","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-11",1.57,1334,47,30,40,40,8.9,14.1,5.90561151372
"518356","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-12",3.8,2343,54,26,200,200,17,23.9,83.73686688
"518357","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-13",10.51,827,50,30,190,180,36,48.1,1771.63424085204
"518358","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-14",7.38,450,33,25,200,200,16.1,23,613.38761496288
"518359","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-15",11.18,1524,30,18,190,190,23,36.9,2132.51123543328
"518360","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-16",8.5,40,29,21,190,180,21.9,35.1,937.179315
"518361","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-17",6.93,343,30,9,190,200,18.1,29.1,507.88527448428
"518362","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-18",3.13,1200,39,-2,30,40,10.1,13,46.79494379388
"518363","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-19",2.24,1315,44,8,30,20,13,16.1,17.15181060096
"518364","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-20",2.24,912,42,21,210,200,16.1,21,17.15181060096
"518365","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-21",9.17,1444,47,34,190,190,21.9,32,1176.72213884652
"518366","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-22",7.38,1432,40,26,180,180,21,35.1,613.38761496288
"518367","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-23",12.3,2241,41,28,190,180,25.1,40.9,2839.75747668
"518368","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-24",12.53,226,35,21,180,170,29.1,46.1,3002.05835755308
"518369","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-25",5.82,934,35,14,200,180,15,21,300.83950906272
"518370","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-26",5.14,1229,39,16,30,40,16.1,23.9,207.23126321376
"518371","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-27",2.68,1337,50,25,30,20,14.1,18.1,29.37448758528
"518372","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-28",3.58,1251,56,24,30,30,12.1,16.1,70.01885382048
"518373","SOUTH LAKE TAHOE AIRPORT, CA US","2018-03-29",3.8,1227,57,26,20,30,13,16.1,83.73686688
